PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"11099213","Design of a dual CCD configuration to improve the signal-to-noise ratio","Liu H, Wang G.","Med Phys. 2000 Oct;27(10):2435-7. doi: 10.1118/1.1312191.","Liu H","Med Phys","2000","2000/12/01","","","10.1118/1.1312191"
"11099212","Linear response theory for detectors consisting of discrete arrays","Albert M, Maidment AD.","Med Phys. 2000 Oct;27(10):2417-34. doi: 10.1118/1.1286592.","Albert M","Med Phys","2000","2000/12/01","","","10.1118/1.1286592"
"11099211","Scatter/primary in mammography: comprehensive results","Boone JM, Lindfors KK, Cooper VN 3rd, Seibert JA.","Med Phys. 2000 Oct;27(10):2408-16. doi: 10.1118/1.1312812.","Boone JM","Med Phys","2000","2000/12/01","","","10.1118/1.1312812"
"11099210","Monte Carlo assessment of computed tomography dose to tissue adjacent to the scanned volume","Boone JM, Cooper VN 3rd, Nemzek WR, McGahan JP, Seibert JA.","Med Phys. 2000 Oct;27(10):2393-407. doi: 10.1118/1.1312809.","Boone JM","Med Phys","2000","2000/12/01","","","10.1118/1.1312809"
"11099209","Predictions of a stochastic model of bone marrow cell survival in high dose rate radiation fields with arbitrary neutron to gamma-ray absorbed dose rate ratios","Blue TE, Woollard JE.","Med Phys. 2000 Oct;27(10):2385-92. doi: 10.1118/1.1290487.","Blue TE","Med Phys","2000","2000/12/01","","","10.1118/1.1290487"
"11099208","Shielding considerations for tomotherapy","Robinson D, Scrimger JW, Field GC, Fallone BG.","Med Phys. 2000 Oct;27(10):2380-4. doi: 10.1118/1.1308281.","Robinson D","Med Phys","2000","2000/12/01","","","10.1118/1.1308281"
"11099207","A mathematical study of the area over perimeter rule using the sector-integration equation","Sanz DE.","Med Phys. 2000 Oct;27(10):2376-9. doi: 10.1118/1.1290484.","Sanz DE","Med Phys","2000","2000/12/01","","","10.1118/1.1290484"
"11099206","Determination of effective electron source size using multislit and pinhole cameras","Lief EP, Lutz WR.","Med Phys. 2000 Oct;27(10):2372-5. doi: 10.1118/1.1290713.","Lief EP","Med Phys","2000","2000/12/01","","","10.1118/1.1290713"
"11099205","Confining proton beams with longitudinal magnetic fields: Monte Carlo calculations","Nardi E, Schulte R.","Med Phys. 2000 Oct;27(10):2369-71. doi: 10.1118/1.1308086.","Nardi E","Med Phys","2000","2000/12/01","","","10.1118/1.1308086"
"11099204","Determination of the air w-value in proton beams using ionization chambers with gas flow capability","Moyers MF, Vatnitsky SM, Miller DW, Slater JM.","Med Phys. 2000 Oct;27(10):2363-8. doi: 10.1118/1.1308085.","Moyers MF","Med Phys","2000","2000/12/01","","","10.1118/1.1308085"
"11099203","Measurement of the dose components of fast and thermal neutrons and photons from a 0.1 mg 252Cf source in water for brachytherapy treatment planning","Wanwilairat S, Schmidt R, Vilaithong T, Lorvidhaya V, Hoffmann W.","Med Phys. 2000 Oct;27(10):2357-62. doi: 10.1118/1.1308277.","Wanwilairat S","Med Phys","2000","2000/12/01","","","10.1118/1.1308277"
"11099202","Dose-volume histograms computation comparisons using conventional methods and optimized fast Fourier transforms algorithms for brachytherapy","Kemmerer T, Lahanas M, Baltas D, Zamboglou N.","Med Phys. 2000 Oct;27(10):2343-56. doi: 10.1118/1.1312810.","Kemmerer T","Med Phys","2000","2000/12/01","","","10.1118/1.1312810"
"11099201","Optimized bounding boxes for three-dimensional treatment planning in brachytherapy","Lahanas M, Kemmerer T, Milickovic N, Karouzakis K, Baltas D, Zamboglou N.","Med Phys. 2000 Oct;27(10):2333-42. doi: 10.1118/1.1312808.","Lahanas M","Med Phys","2000","2000/12/01","","","10.1118/1.1312808"
"11099200","The collapsed cone superposition algorithm applied to scatter dose calculations in brachytherapy","Carlsson AK, Ahnesjö A.","Med Phys. 2000 Oct;27(10):2320-32. doi: 10.1118/1.1290485.","Carlsson AK","Med Phys","2000","2000/12/01","","","10.1118/1.1290485"
"11099199","Dosimetric modeling of the microselectron high-dose rate 192Ir source by the multigroup discrete ordinates method","Daskalov GM, Baker RS, Rogers DW, Williamson JF.","Med Phys. 2000 Oct;27(10):2307-19. doi: 10.1118/1.1308279.","Daskalov GM","Med Phys","2000","2000/12/01","","","10.1118/1.1308279"
"11099198","Fitting and benchmarking of dosimetry data for new brachytherapy sources","Furhang EE, Wallace RE.","Med Phys. 2000 Oct;27(10):2302-6. doi: 10.1118/1.1308278.","Furhang EE","Med Phys","2000","2000/12/01","","","10.1118/1.1308278"
"11099197","In vivo urethral dose measurements: a method to verify high dose rate prostate treatments","Brezovich IA, Duan J, Pareek PN, Fiveash J, Ezekiel M.","Med Phys. 2000 Oct;27(10):2297-301. doi: 10.1118/1.1312811.","Brezovich IA","Med Phys","2000","2000/12/01","","","10.1118/1.1312811"
"11099196","Well-ionization chamber response relative to NIST air-kerma strength standard for prostate brachytherapy seeds","Mitch MG, Zimmerman BE, Lamperti PJ, Seltzer SM, Coursey BM.","Med Phys. 2000 Oct;27(10):2293-6. doi: 10.1118/1.1290715.","Mitch MG","Med Phys","2000","2000/12/01","","","10.1118/1.1290715"
"11099195","A dose-volume histogram based optimization algorithm for ultrasound guided prostate implants","Chen Y, Boyer AL, Xing L.","Med Phys. 2000 Oct;27(10):2286-92. doi: 10.1118/1.1308087.","Chen Y","Med Phys","2000","2000/12/01","","","10.1118/1.1308087"
"11099194","Dosimetric characteristics of a new 125I brachytherapy source","Gearheart DM, Drogin A, Sowards K, Meigooni AS, Ibbott GS.","Med Phys. 2000 Oct;27(10):2278-85. doi: 10.1118/1.1290486.","Gearheart DM","Med Phys","2000","2000/12/01","","","10.1118/1.1290486"
"11099193","Comparison of dosimetric characteristics of Siemens virtual and physical wedges","Zhu XR, Gillin MT, Jursinic PA, Lopez F, Grimm DF, Rownd JJ.","Med Phys. 2000 Oct;27(10):2267-77. doi: 10.1118/1.1312813.","Zhu XR","Med Phys","2000","2000/12/01","","","10.1118/1.1312813"
"11099192","Comparison of measured and Monte Carlo calculated dose distributions from the NRC linac","Sheikh-Bagheri D, Rogers DW, Ross CK, Seuntjens JP.","Med Phys. 2000 Oct;27(10):2256-66. doi: 10.1118/1.1290714.","Sheikh-Bagheri D","Med Phys","2000","2000/12/01","","","10.1118/1.1290714"
"11099191","A design for a dual assembly multileaf collimator","Greer PB, van Doorn T.","Med Phys. 2000 Oct;27(10):2242-55. doi: 10.1118/1.1290731.","Greer PB","Med Phys","2000","2000/12/01","","","10.1118/1.1290731"
"11099190","A method for determining multileaf collimator transmission and scatter for dynamic intensity modulated radiotherapy","Arnfield MR, Siebers JV, Kim JO, Wu Q, Keall PJ, Mohan R.","Med Phys. 2000 Oct;27(10):2231-41. doi: 10.1118/1.1312190.","Arnfield MR","Med Phys","2000","2000/12/01","","","10.1118/1.1312190"
"11099189","A monitor unit verification calculation in intensity modulated radiotherapy as a dosimetry quality assurance","Kung JH, Chen GT, Kuchnir FK.","Med Phys. 2000 Oct;27(10):2226-30. doi: 10.1118/1.1286553.","Kung JH","Med Phys","2000","2000/12/01","","","10.1118/1.1286553"
"11099188","Dependence of linac output on the switch rate of an intensity-modulated tomotherapy collimator","Tsai JS, Rivard MJ, Engler MJ.","Med Phys. 2000 Oct;27(10):2215-25. doi: 10.1118/1.1288242.","Tsai JS","Med Phys","2000","2000/12/01","","","10.1118/1.1288242"
"11099187","Adaptive portal CT reconstruction: a simulation study","Guan H, Yin FF, Zhu Y, Kim JH.","Med Phys. 2000 Oct;27(10):2209-14. doi: 10.1118/1.1312193.","Guan H","Med Phys","2000","2000/12/01","","","10.1118/1.1312193"
"11099186","Performance of a fluorescent screen and CCD camera as a two-dimensional dosimetry system for dynamic treatment techniques","Boon SN, van Luijk P, Böhringer T, Coray A, Lomax A, Pedroni E, Schaffner B, Schippers JM.","Med Phys. 2000 Oct;27(10):2198-208. doi: 10.1118/1.1289372.","Boon SN","Med Phys","2000","2000/12/01","","","10.1118/1.1289372"
"11099185","Medical physicists in developed countries should actively help medical physicists in developing countries","Fullerton GD, Ting J, Hendee WR.","Med Phys. 2000 Oct;27(10):2195-7. doi: 10.1118/1.1312815.","Fullerton GD","Med Phys","2000","2000/12/01","","","10.1118/1.1312815"
"11011751","Comment on ""Full breast digital mammography with an amorphous silicon-based flat panel detector: physical characteristics of a clinical prototype"" [Med. Phys. 27, 558-567 (2000)]","Taibi A, Gambaccini M.","Med Phys. 2000 Sep;27(9):2192-3. doi: 10.1118/1.1290035.","Taibi A","Med Phys","2000","2000/09/30","","","10.1118/1.1290035"
"11011750","Comment on ""In vivo biodistribution of 125IPIP and internal dosimetry of 123IPIP radioiodinated agents selective to the muscarinic acetylcholinergic receptor complex"" [Med. Phys. 27, 778-786 (2000)]","Kuikka JT.","Med Phys. 2000 Sep;27(9):2190-1. doi: 10.1118/1.1289900.","Kuikka JT","Med Phys","2000","2000/09/30","","","10.1118/1.1289900"
"11011749","A Monte Carlo investigation of the dosimetric characteristics of the CSM11 137Cs source from CIS","Ballester F, Lluch JL, Limami Y, Serrano MA, Casal E, Pérez-Calatayud J, Lliso F.","Med Phys. 2000 Sep;27(9):2182-9. doi: 10.1118/1.1289376.","Ballester F","Med Phys","2000","2000/09/30","","","10.1118/1.1289376"
"11011748","Dosimetric characteristics of the Pharma Seed model BT-125-I source","Popescu CC, Wise J, Sowards K, Meigooni AS, Ibbott GS.","Med Phys. 2000 Sep;27(9):2174-81. doi: 10.1118/1.1289897.","Popescu CC","Med Phys","2000","2000/09/30","","","10.1118/1.1289897"
"11011747","Experimental determination of dosimetric characteristics of Best 125I brachytherapy source","Meigooni AS, Gearheart DM, Sowards K.","Med Phys. 2000 Sep;27(9):2168-73. doi: 10.1118/1.1289256.","Meigooni AS","Med Phys","2000","2000/09/30","","","10.1118/1.1289256"
"11011746","Accuracy in catheter reconstruction in computed tomography planning of high dose rate prostate brachytherapy","Fung AY, Zaider M.","Med Phys. 2000 Sep;27(9):2165-7. doi: 10.1118/1.1288670.","Fung AY","Med Phys","2000","2000/09/30","","","10.1118/1.1288670"
"11011745","Red marrow dosimetry for radiolabeled antibodies that bind to marrow, bone, or blood components","Sgouros G, Stabin M, Erdi Y, Akabani G, Kwok C, Brill AB, Wessels B.","Med Phys. 2000 Sep;27(9):2150-64. doi: 10.1118/1.1288393.","Sgouros G","Med Phys","2000","2000/09/30","","","10.1118/1.1288393"
"11011744","GammaPlan-Leksell Gamma Knife radiosurgery treatment planning verification method","Marcu SM, Wu QJ, Pillai K, Weinhous MS.","Med Phys. 2000 Sep;27(9):2146-9. doi: 10.1118/1.1287051.","Marcu SM","Med Phys","2000","2000/09/30","","","10.1118/1.1287051"
"11011743","Proton loss model for therapeutic beam dose calculations","Sandison GA, Chvetsov AV.","Med Phys. 2000 Sep;27(9):2133-45. doi: 10.1118/1.1288681.","Sandison GA","Med Phys","2000","2000/09/30","","","10.1118/1.1288681"
"11011742","A noninvasive dose estimation system for clinical BNCT based on PG-SPECT--conceptual study and fundamental experiments using HPGe and CdTe semiconductor detectors","Kobayashi T, Sakurai Y, Ishikawa M.","Med Phys. 2000 Sep;27(9):2124-32. doi: 10.1118/1.1288243.","Kobayashi T","Med Phys","2000","2000/09/30","","","10.1118/1.1288243"
"11011741","Dependence of the tray transmission factor on collimator setting and source-surface distance","van Kleffens H, Venselaar J, Heukelom S, Jager N, Mijnheer B, van der Laarse R, van Gasteren H, Westermann C.","Med Phys. 2000 Sep;27(9):2117-23. doi: 10.1118/1.1288240.","van Kleffens H","Med Phys","2000","2000/09/30","","","10.1118/1.1288240"
"11011740","A two-step algorithm for predicting portal dose images in arbitrary detectors","McCurdy BM, Pistorius S.","Med Phys. 2000 Sep;27(9):2109-16. doi: 10.1118/1.1289375.","McCurdy BM","Med Phys","2000","2000/09/30","","","10.1118/1.1289375"
"11011739","Estimating the dose variation in a volume of interest with explicit consideration of patient geometric variation","Lockman DM, Yan D, Wong J.","Med Phys. 2000 Sep;27(9):2100-8. doi: 10.1118/1.1288683.","Lockman DM","Med Phys","2000","2000/09/30","","","10.1118/1.1288683"
"11011738","An optimized forward-planning technique for intensity modulated radiation therapy","Xiao Y, Galvin J, Hossain M, Valicenti R.","Med Phys. 2000 Sep;27(9):2093-9. doi: 10.1118/1.1289255.","Xiao Y","Med Phys","2000","2000/09/30","","","10.1118/1.1289255"
"11011737","Computer verification of fluence map for intensity modulated radiation therapy","Xing L, Li JG.","Med Phys. 2000 Sep;27(9):2084-92. doi: 10.1118/1.1289374.","Xing L","Med Phys","2000","2000/09/30","","","10.1118/1.1289374"
"11011736","Application of coloring theory to reduce intensity modulated radiotherapy dose calculations","Langer M.","Med Phys. 2000 Sep;27(9):2077-83. doi: 10.1118/1.1289257.","Langer M","Med Phys","2000","2000/09/30","","","10.1118/1.1289257"
"11011735","Partial wave analysis of the ultrasound comet tail artifact","Harpen MD.","Med Phys. 2000 Sep;27(9):2072-6. doi: 10.1118/1.1288396.","Harpen MD","Med Phys","2000","2000/09/30","","","10.1118/1.1288396"
"11011734","Simultaneous iterative reconstruction for emission and attenuation images in positron emission tomography","Glatting G, Wuchenauer M, Reske SN.","Med Phys. 2000 Sep;27(9):2065-71. doi: 10.1118/1.1288394.","Glatting G","Med Phys","2000","2000/09/30","","","10.1118/1.1288394"
"11011733","Analytic reconstruction of magnetic resonance imaging signal obtained from a periodic encoding field","Rybicki FJ, Hrovat MI, Patz S.","Med Phys. 2000 Sep;27(9):2060-4. doi: 10.1118/1.1289373.","Rybicki FJ","Med Phys","2000","2000/09/30","","","10.1118/1.1289373"
"11011732","Evaluation of an algorithm for the assessment of the MTF using an edge method","Greer PB, van Doorn T.","Med Phys. 2000 Sep;27(9):2048-59. doi: 10.1118/1.1288682.","Greer PB","Med Phys","2000","2000/09/30","","","10.1118/1.1288682"
"11011731","Quantitative in vivo analysis of the kinematics of carpal bones from three-dimensional CT images using a deformable surface model and a three-dimensional matching technique","Snel JG, Venema HW, Moojen TM, Ritt JP, Grimbergen CA, den Heeten GJ.","Med Phys. 2000 Sep;27(9):2037-47. doi: 10.1118/1.1289896.","Snel JG","Med Phys","2000","2000/09/30","","","10.1118/1.1289896"
"11011730","Fast reconstruction with uniform noise properties in halfscan computed tomography","Pan X.","Med Phys. 2000 Sep;27(9):2031-6. doi: 10.1118/1.1288239.","Pan X","Med Phys","2000","2000/09/30","","","10.1118/1.1288239"
"11011729","Localization of cerebral arterovenous malformations using digital angiography","Vitali A, Salmoiraghi P, Butti I, Pompei L, Sarti E, Caverni L, Petroboni E, Merli R, Remuzzi A.","Med Phys. 2000 Sep;27(9):2024-30. doi: 10.1118/1.1288395.","Vitali A","Med Phys","2000","2000/09/30","","","10.1118/1.1288395"
"11011728","X-ray videodensitometric methods for blood flow and velocity measurement: a critical review of literature","Shpilfoygel SD, Close RA, Valentino DJ, Duckwiler GR.","Med Phys. 2000 Sep;27(9):2008-23. doi: 10.1118/1.1288669.","Shpilfoygel SD","Med Phys","2000","2000/09/30","","","10.1118/1.1288669"
"11011727","An occupancy factor of unity should always be used for waiting rooms and other highly-occupied public areas","Shearer DR, Yester M, Hendee WR.","Med Phys. 2000 Sep;27(9):2005-7. doi: 10.1118/1.1289898.","Shearer DR","Med Phys","2000","2000/09/30","","","10.1118/1.1289898"
"10984245","Comment on clinical implementation of the AAPM's Task Group-51 protocol for calibration of high-energy photon and electron beams","Rodgers JE, Niroomand-Rad A, Lundsten M.","Med Phys. 2000 Aug;27(8):1995-6. doi: 10.1118/1.1287647.","Rodgers JE","Med Phys","2000","2000/09/13","","","10.1118/1.1287647"
"10984244","Image analysis methods for assessing levels of image plane nonuniformity and stochastic noise in a magnetic resonance image of a homogeneous phantom","Magnusson P, Olsson LE.","Med Phys. 2000 Aug;27(8):1980-94. doi: 10.1118/1.1286593.","Magnusson P","Med Phys","2000","2000/09/13","","","10.1118/1.1286593"
"10984243","An algorithm for automatic needle localization in ultrasound-guided breast biopsies","Draper KJ, Blake CC, Gowman L, Downey DB, Fenster A.","Med Phys. 2000 Aug;27(8):1971-9. doi: 10.1118/1.1287437.","Draper KJ","Med Phys","2000","2000/09/13","","","10.1118/1.1287437"
"10984242","Segmentation of carotid artery in ultrasound images: method development and evaluation technique","Mao F, Gill J, Downey D, Fenster A.","Med Phys. 2000 Aug;27(8):1961-70. doi: 10.1118/1.1287111.","Mao F","Med Phys","2000","2000/09/13","","","10.1118/1.1287111"
"10984241","Signal to noise ratio based filter optimization in triple energy window scatter correction","Blokland KJ, Winn RD, Pauwels EK.","Med Phys. 2000 Aug;27(8):1955-60. doi: 10.1118/1.1287286.","Blokland KJ","Med Phys","2000","2000/09/13","","","10.1118/1.1287286"
"10984240","The potential role of positron emission mammography for detection of breast cancer. A phantom study","Raylman RR, Majewski S, Wojcik R, Weisenberger AG, Kross B, Popov V, Bishop HA.","Med Phys. 2000 Aug;27(8):1943-54. doi: 10.1118/1.1287439.","Raylman RR","Med Phys","2000","2000/09/13","","","10.1118/1.1287439"
"10984239","Improved contralateral subtraction images by use of elastic matching technique","Li Q, Katsuragawa S, Doi K.","Med Phys. 2000 Aug;27(8):1934-42. doi: 10.1118/1.1287112.","Li Q","Med Phys","2000","2000/09/13","","","10.1118/1.1287112"
"10984238","Observer variation and the performance accuracy gained by averaging ratings of abnormality","Swensson RG, King JL, Good WF, Gur D.","Med Phys. 2000 Aug;27(8):1920-33. doi: 10.1118/1.1286589.","Swensson RG","Med Phys","2000","2000/09/13","","","10.1118/1.1286589"
"10984237","Measurement of half-value layer in x-ray CT: a comparison of two noninvasive techniques","Kruger RL, McCollough CH, Zink FE.","Med Phys. 2000 Aug;27(8):1915-9. doi: 10.1118/1.1287440.","Kruger RL","Med Phys","2000","2000/09/13","","","10.1118/1.1287440"
"10984236","Optimization of x-ray imaging geometry (with specific application to flat-panel cone-beam computed tomography)","Siewerdsen JH, Jaffray DA.","Med Phys. 2000 Aug;27(8):1903-14. doi: 10.1118/1.1286590.","Siewerdsen JH","Med Phys","2000","2000/09/13","","","10.1118/1.1286590"
"10984235","ECG-correlated image reconstruction from subsecond multi-slice spiral CT scans of the heart","Kachelriess M, Ulzheimer S, Kalender WA.","Med Phys. 2000 Aug;27(8):1881-902. doi: 10.1118/1.1286552.","Kachelriess M","Med Phys","2000","2000/09/13","","","10.1118/1.1286552"
"10984234","A variable resolution x-ray detector for computed tomography: II. Imaging theory and performance","DiBianca FA, Zou P, Jordan LM, Laughter JS, Zeman HD, Sebes J.","Med Phys. 2000 Aug;27(8):1875-80. doi: 10.1118/1.1285831.","DiBianca FA","Med Phys","2000","2000/09/13","","","10.1118/1.1285831"
"10984233","A variable resolution x-ray detector for computed tomography: I. Theoretical basis and experimental verification","DiBianca FA, Gupta V, Zeman HD.","Med Phys. 2000 Aug;27(8):1865-74. doi: 10.1118/1.1287510.","DiBianca FA","Med Phys","2000","2000/09/13","","","10.1118/1.1287510"
"10984232","A quantitative investigation of additive noise reduction for active matrix flat-panel imagers using compensation lines","El-Mohri Y, Antonuk LE, Zhao Q, Maolinbay M, Rong X, Jee KW, Nassif S, Cionca C.","Med Phys. 2000 Aug;27(8):1855-64. doi: 10.1118/1.1287053.","El-Mohri Y","Med Phys","2000","2000/09/13","","","10.1118/1.1287053"
"10984231","Additive noise properties of active matrix flat-panel imagers","Maolinbay M, El-Mohri Y, Antonuk LE, Jee KW, Nassif S, Rong X, Zhao Q.","Med Phys. 2000 Aug;27(8):1841-54. doi: 10.1118/1.1286721.","Maolinbay M","Med Phys","2000","2000/09/13","","","10.1118/1.1286721"
"10984230","Mammographic imaging with a small format CCD-based digital cassette: physical characteristics of a clinical system","Vedantham S, Karellas A, Suryanarayanan S, Levis I, Sayag M, Kleehammer R, Heidsieck R, D'Orsi CJ.","Med Phys. 2000 Aug;27(8):1832-40. doi: 10.1118/1.1286720.","Vedantham S","Med Phys","2000","2000/09/13","PMC4280185","NIHMS52752","10.1118/1.1286720"
"10984229","Scatter/primary in mammography: Monte Carlo validation","Boone JM, Cooper VN 3rd.","Med Phys. 2000 Aug;27(8):1818-31. doi: 10.1118/1.1287052.","Boone JM","Med Phys","2000","2000/09/13","","","10.1118/1.1287052"
"10984228","Noise in polymer gel measurements using MRI","Low DA, Markman J, Dempsey JF, Mutic S, Oldham M, Venkatesan R, Haacke EM, Purdy JA.","Med Phys. 2000 Aug;27(8):1814-7. doi: 10.1118/1.1287284.","Low DA","Med Phys","2000","2000/09/13","","","10.1118/1.1287284"
"10984227","Monte Carlo study of correction factors for Spencer-Attix cavity theory at photon energies at or above 100 keV","Borg J, Kawrakow I, Rogers DW, Seuntjens JP.","Med Phys. 2000 Aug;27(8):1804-13. doi: 10.1118/1.1287054.","Borg J","Med Phys","2000","2000/09/13","","","10.1118/1.1287054"
"10984226","Shielding for neutron scattered dose to the fetus in patients treated with 18 MV x-ray beams","Roy SC, Sandison GA.","Med Phys. 2000 Aug;27(8):1800-3. doi: 10.1118/1.1287438.","Roy SC","Med Phys","2000","2000/09/13","","","10.1118/1.1287438"
"10984225","Experimental determination of the anisotropy function and anisotropy factor for model 6711 I-125 seeds","Sloboda RS, Menon GV.","Med Phys. 2000 Aug;27(8):1789-99. doi: 10.1118/1.1287285.","Sloboda RS","Med Phys","2000","2000/09/13","","","10.1118/1.1287285"
"10984224","Prostate boundary segmentation from 2D ultrasound images","Ladak HM, Mao F, Wang Y, Downey DB, Steinman DA, Fenster A.","Med Phys. 2000 Aug;27(8):1777-88. doi: 10.1118/1.1286722.","Ladak HM","Med Phys","2000","2000/09/13","","","10.1118/1.1286722"
"10984223","Dosimetry characterization of 32P catheter-based vascular brachytherapy source wire","Mourtada FA, Soares CG, Seltzer SM, Lott SH.","Med Phys. 2000 Aug;27(8):1770-6. doi: 10.1118/1.1286551.","Mourtada FA","Med Phys","2000","2000/09/13","","","10.1118/1.1286551"
"10984222","Measurements and calculations of thermal neutron fluence rate and neutron energy spectra resulting from moderation of 252Cf fast neutrons: applications for neutron capture therapy","Rivard MJ.","Med Phys. 2000 Aug;27(8):1761-9. doi: 10.1118/1.1286723.","Rivard MJ","Med Phys","2000","2000/09/13","","","10.1118/1.1286723"
"10984221","CPP calculation of multiple scattering distributions for charged particles penetrating compounds or mixtures","Papiez L, Sandison G, Ning X, Lu X.","Med Phys. 2000 Aug;27(8):1753-60. doi: 10.1118/1.1286724.","Papiez L","Med Phys","2000","2000/09/13","","","10.1118/1.1286724"
"10984220","Selecting beam weight and wedge filter on the basis of dose gradient analysis","Dai J, Zhu Y.","Med Phys. 2000 Aug;27(8):1746-52. doi: 10.1118/1.1286591.","Dai J","Med Phys","2000","2000/09/13","","","10.1118/1.1286591"
"10984219","Compensation of x-ray beam penumbra in conformal radiotherapy","Sharpe MB, Miller BM, Wong JW.","Med Phys. 2000 Aug;27(8):1739-45. doi: 10.1118/1.1287283.","Sharpe MB","Med Phys","2000","2000/09/13","","","10.1118/1.1287283"
"10984218","Compatibility of Varian 2100C gated operations with enhanced dynamic wedge and IMRT dose delivery","Kubo HD, Wang L.","Med Phys. 2000 Aug;27(8):1732-8. doi: 10.1118/1.1287110.","Kubo HD","Med Phys","2000","2000/09/13","","","10.1118/1.1287110"
"10984217","A new three-dimensional dose distribution reduction scheme for tubular organs","Zhou SM, Marks LB, Tracton GS, Sibley GS, Light KL, Maguire PD, Anscher MS.","Med Phys. 2000 Aug;27(8):1727-31. doi: 10.1118/1.1287050.","Zhou SM","Med Phys","2000","2000/09/13","","","10.1118/1.1287050"
"10984216","Calculation of x-ray transmission through a multileaf collimator","Chen Y, Boyer AL, Ma CM.","Med Phys. 2000 Aug;27(8):1717-26. doi: 10.1118/1.1286555.","Chen Y","Med Phys","2000","2000/09/13","","","10.1118/1.1286555"
"10984215","Magnetic fields with photon beams: dose calculation using electron multiple-scattering theory","Jette D.","Med Phys. 2000 Aug;27(8):1705-16. doi: 10.1118/1.1286554.","Jette D","Med Phys","2000","2000/09/13","","","10.1118/1.1286554"
"10984214","Heterogeneity corrections should be used in treatment planning for lung cancer","Papanikolaou N, Klein EE.","Med Phys. 2000 Aug;27(8):1702-4. doi: 10.1118/1.1287645.","Papanikolaou N","Med Phys","2000","2000/09/13","","","10.1118/1.1287645"
"10984213","NCI initiative: development of novel imaging technologies","Clarke LP.","Med Phys. 2000 Aug;27(8):1699-701. doi: 10.1118/1.1287646.","Clarke LP","Med Phys","2000","2000/09/13","","","10.1118/1.1287646"
"10947275","Reply to ""Comment on 'On the beam quality specification of high-energy photons for radiotherapy dosimetry' "" [Med. phys. 27, 441-444 (2000)]","Andreo P.","Med Phys. 2000 Jul;27(7):1693-5. doi: 10.1118/1.599038.","Andreo P","Med Phys","2000","2000/08/18","","","10.1118/1.599038"
"10947274","An investigation of the feasibility of gadolinium for neutron capture synovectomy","Gierga DP, Yanch JC, Shefer RE.","Med Phys. 2000 Jul;27(7):1685-92. doi: 10.1118/1.599037.","Gierga DP","Med Phys","2000","2000/08/18","","","10.1118/1.599037"
"10947273","Radiation injury from x-ray exposure during brachytherapy localization","Thomadsen BR, Paliwal BR, Petereit DG, Ranallo FN.","Med Phys. 2000 Jul;27(7):1681-4. doi: 10.1118/1.599036.","Thomadsen BR","Med Phys","2000","2000/08/18","","","10.1118/1.599036"
"10947272","Measurement of radiotherapy x-ray skin dose on a chest wall phantom","Quach KY, Morales J, Butson MJ, Rosenfeld AB, Metcalfe PE.","Med Phys. 2000 Jul;27(7):1676-80. doi: 10.1118/1.599035.","Quach KY","Med Phys","2000","2000/08/18","","","10.1118/1.599035"
"10947271","Physics study of microbeam radiation therapy with PSI-version of Monte Carlo code GEANT as a new computational tool","Stepanek J, Blattmann H, Laissue JA, Lyubimova N, Di Michiel M, Slatkin DN.","Med Phys. 2000 Jul;27(7):1664-75. doi: 10.1118/1.599034.","Stepanek J","Med Phys","2000","2000/08/18","","","10.1118/1.599034"
"10947270","Detecting electron beam energy shifts with a commercially available energy monitor","Evans MD, Moftah BA, Olivares M, Podgorsak EB.","Med Phys. 2000 Jul;27(7):1661-3. doi: 10.1118/1.599033.","Evans MD","Med Phys","2000","2000/08/18","","","10.1118/1.599033"
"10947269","Radiochromic film dosimetry of a low energy proton beam","Piermattei A, Miceli R, Azario L, Fidanzio A, delle Canne S, De Angelis C, Onori S, Pacilio M, Petetti E, Raffaele L, Sabini MG.","Med Phys. 2000 Jul;27(7):1655-60. doi: 10.1118/1.599032.","Piermattei A","Med Phys","2000","2000/08/18","","","10.1118/1.599032"
"10947268","Comparison of dosimetry calibration factors at the NRCC and the NIST. National Research Council of Canada. National Institute of Standards and Technology","Shortt K, Shobe J, Domen S.","Med Phys. 2000 Jul;27(7):1644-54. doi: 10.1118/1.599031.","Shortt K","Med Phys","2000","2000/08/18","","","10.1118/1.599031"
"10947267","Implementation and verification of virtual wedge in a three-dimensional radiotherapy planning system","Miften M, Zhu XR, Takahashi K, Lopez F, Gillin MT.","Med Phys. 2000 Jul;27(7):1635-43. doi: 10.1118/1.599030.","Miften M","Med Phys","2000","2000/08/18","","","10.1118/1.599030"
"10947266","Dynamic and omni wedge implementation on an Elekta SL linac","Phillips MH, Parsaei H, Cho PS.","Med Phys. 2000 Jul;27(7):1623-34. doi: 10.1118/1.599029.","Phillips MH","Med Phys","2000","2000/08/18","","","10.1118/1.599029"
"10947265","Intensity modulated radiotherapy dose delivery error from radiation field offset inaccuracy","Kung JH, Chen GT.","Med Phys. 2000 Jul;27(7):1617-22. doi: 10.1118/1.599028.","Kung JH","Med Phys","2000","2000/08/18","","","10.1118/1.599028"
"10947264","Improvement of tomographic intensity modulated radiotherapy dose distributions using periodic shifting of arc abutment regions","Leybovich LB, Dogan N, Sethi A, Krasin MJ, Emami B.","Med Phys. 2000 Jul;27(7):1610-6. doi: 10.1118/1.599027.","Leybovich LB","Med Phys","2000","2000/08/18","","","10.1118/1.599027"
