PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28518524","SU-E-T-511: Dose Variations Related to Tumor Size and Location for Pencil Beam and Anisotropic Analytical Algorithms","Kang J, Yang J, Varlotto J, Saw C, Ma C.","Med Phys. 2012 Jun;39(6Part18):3823. doi: 10.1118/1.4735600.","Kang J","Med Phys","2012","2017/05/19","","","10.1118/1.4735600"
"28518523","SU-E-T-508: A Novel Method of Heterogeneity Compensation for the Convolution / Superposition Algorithm","Jacques R, McNutt T.","Med Phys. 2012 Jun;39(6Part18):3822. doi: 10.1118/1.4735597.","Jacques R","Med Phys","2012","2017/05/19","","","10.1118/1.4735597"
"28518522","SU-E-T-520: Quantitative Evaluation of Metal Artifacts in CT and Cone-Beam CT Images on the Accuracy of Dose Calculation","Oyewale S, Ahmad S, Ali I.","Med Phys. 2012 Jun;39(6Part18):3825. doi: 10.1118/1.4735609.","Oyewale S","Med Phys","2012","2017/05/19","","","10.1118/1.4735609"
"28518521","SU-E-T-549: On Importance of Accurate Treatment Couch Modeling in SmartArc VMAT Plans","Ter-Antonyan R, Frieda D.","Med Phys. 2012 Jun;39(6Part18):3832. doi: 10.1118/1.4735638.","Ter-Antonyan R","Med Phys","2012","2017/05/19","","","10.1118/1.4735638"
"28518520","SU-E-T-504: Incident Fluence Reconstruction Based on Monte Carlo Finite-Size Pencil Beam Model for Dose Guided Radiation Therapy","Li G, Wu Y; FDS Team.","Med Phys. 2012 Jun;39(6Part18):3821. doi: 10.1118/1.4735593.","Li G","Med Phys","2012","2017/05/19","","","10.1118/1.4735593"
"28518519","SU-E-T-538: Evaluation of IMRT Dose Calculation Based on Pencil-Beam and AAA Algorithms","Yuan Y, Duan J, Popple R, Brezovich I.","Med Phys. 2012 Jun;39(6Part18):3829. doi: 10.1118/1.4735627.","Yuan Y","Med Phys","2012","2017/05/19","","","10.1118/1.4735627"
"28518518","SU-E-T-527: Assessment of Field-Junction Dosimetry: Pinnacle V9.0 versus Film (EBT2)","Melancon A, Gillin M, Tailor R.","Med Phys. 2012 Jun;39(6Part18):3826-3827. doi: 10.1118/1.4735616.","Melancon A","Med Phys","2012","2017/05/19","","","10.1118/1.4735616"
"28518517","SU-E-T-556: Integration of Lung Blocks in the Inverse Planning Process of Modulated Arc Total Body Irradiation Using Cone Beam CT","Morin O, Held M, Kirby N, Perez-Andujar A, Chuang C, Pouliot J.","Med Phys. 2012 Jun;39(6Part18):3833. doi: 10.1118/1.4735645.","Morin O","Med Phys","2012","2017/05/19","","","10.1118/1.4735645"
"28518516","SU-E-T-516: Dosimetric Validation of AcurosXB Algorithm in Comparison with AAA & CCC Algorithms for VMAT Technique","Kathirvel M, Subramanian VS, Arun G, Thirumalaiswamy S, Ramalingam K, Kumar SA, Jagadeesh K.","Med Phys. 2012 Jun;39(6Part18):3824. doi: 10.1118/1.4735605.","Kathirvel M","Med Phys","2012","2017/05/19","","","10.1118/1.4735605"
"28518515","SU-E-T-545: Dose Comparison between Intravenous Contrast-Enhanced CT and Non Contrast CT in Treatment Planning","Xiong W, Huang D, Gewanter R, Burman C.","Med Phys. 2012 Jun;39(6Part18):3831. doi: 10.1118/1.4735634.","Xiong W","Med Phys","2012","2017/05/19","","","10.1118/1.4735634"
"28518514","SU-E-T-534: Beam and MLC Commissioning and Assessment of Three Commercial Treatment Planning Systems","Lim S, LoSasso T.","Med Phys. 2012 Jun;39(6Part18):3828. doi: 10.1118/1.4735623.","Lim S","Med Phys","2012","2017/05/19","","","10.1118/1.4735623"
"28518513","SU-E-T-523: Modeling Beam Data for Flattening Filter Free (FFF) Photon Beams","Zhu TC, Liang X.","Med Phys. 2012 Jun;39(6Part18):3825-3826. doi: 10.1118/1.4735612.","Zhu TC","Med Phys","2012","2017/05/19","","","10.1118/1.4735612"
"28518512","SU-E-T-552: Maximizing the Biological Effect of Proton Dose Delivered with Scanned Beam","Zeng C, Giantsoudi D, Grassberger C, Goldberg S, Niemierko A, Paganetti H, Trofimov A.","Med Phys. 2012 Jun;39(6Part18):3832. doi: 10.1118/1.4735641.","Zeng C","Med Phys","2012","2017/05/19","","","10.1118/1.4735641"
"28518511","SU-E-T-512: Evaluation of Treatment Planning Dose Calculation Accuracy at the Interface of Prosthetic Devices","Paulu D, Alaei P.","Med Phys. 2012 Jun;39(6Part18):3823. doi: 10.1118/1.4735601.","Paulu D","Med Phys","2012","2017/05/19","","","10.1118/1.4735601"
"28518510","SU-E-T-541: Dose Calculation Algorithm for External Neutron Radiotherapy Based on Pencil Beam Method","Moiseev A, Klimanov V.","Med Phys. 2012 Jun;39(6Part18):3830. doi: 10.1118/1.4735630.","Moiseev A","Med Phys","2012","2017/05/19","","","10.1118/1.4735630"
"28518509","SU-E-T-509: Photon Spectrum Modeling of Flattening Filter Free (FFF) Beam and the Optimization of Model Parameters","Cho W, Kielar K, Xing L, Suh T.","Med Phys. 2012 Jun;39(6Part18):3822. doi: 10.1118/1.4735598.","Cho W","Med Phys","2012","2017/05/19","","","10.1118/1.4735598"
"28518508","SU-E-T-550: Influence of the Clinical Outcome and Quality of Life by Replanning during Intensity-Modulated Radiation Therapy for Nasopharyngeal Carcinoma","Yang H, Hu W, Wang W, Chen P.","Med Phys. 2012 Jun;39(6Part18):3832. doi: 10.1118/1.4735639.","Yang H","Med Phys","2012","2017/05/19","","","10.1118/1.4735639"
"28518507","SU-E-T-505: BrainLab Plan Comparisons: Brain Scan Pencil Beam versus IPlan Monte Carlo","Kowski M, Edwards J, Bauer L, DuBose R, Powell H.","Med Phys. 2012 Jun;39(6Part18):3821. doi: 10.1118/1.4735594.","Kowski M","Med Phys","2012","2017/05/19","","","10.1118/1.4735594"
"28518506","SU-E-T-539: The Effect of the Scattering Volume of Phantom on Dose Calculation Accuracy Using Elekta's Cone-Beam Computed Tomography (CBCT) for Head-Neck Radiotherapy","Jiang X, Li T, Peng G, Zhong R, Jiang Q, Zhuang L, Bai S.","Med Phys. 2012 Jun;39(6Part18):3829. doi: 10.1118/1.4735628.","Jiang X","Med Phys","2012","2017/05/19","","","10.1118/1.4735628"
"28518505","SU-E-T-528: Appraisal of Acorus XB and Convolution Dose Algorithms in Field Junction of Breast Tangential/superclavicular Fields","Han T, Tailor R, LaNeave S, Howell R, Mourtada F, Salehpour M.","Med Phys. 2012 Jun;39(6Part18):3827. doi: 10.1118/1.4735617.","Han T","Med Phys","2012","2017/05/19","","","10.1118/1.4735617"
"28518504","SU-E-T-557: A Planning Strategy of Volumetric Modulated Arc Therapy with Simultaneous Integrated Boost for Intracranial Stereotactic Radiotherapy","Ono K, Fujimoto S, Furukawa K, Kudo T, Akagi Y, Hirokawa Y.","Med Phys. 2012 Jun;39(6Part18):3833-3834. doi: 10.1118/1.4735646.","Ono K","Med Phys","2012","2017/05/19","","","10.1118/1.4735646"
"28518503","SU-E-T-517: Characterization of Relative Doses and Source Strengths for Various Plaque Sizes and Tumor Dimensions in the Treatment of Uveal Melanoma","Esquivel C, Stathakis S, Gutierrez A, Papanikolaou N.","Med Phys. 2012 Jun;39(6Part18):3824. doi: 10.1118/1.4735606.","Esquivel C","Med Phys","2012","2017/05/19","","","10.1118/1.4735606"
"28518502","SU-E-T-546: Cumulative Dose Evaluation for Head and Neck Cancers","Grevenow M, Scanderbeg D, Kim G.","Med Phys. 2012 Jun;39(6Part18):3831. doi: 10.1118/1.4735635.","Grevenow M","Med Phys","2012","2017/05/19","","","10.1118/1.4735635"
"28518501","SU-E-T-501: Perturbation of TG-43 Parameters of the Brachytherapy Sources under Insufficient Scattering Materials","Zehtabian M, Sina S, Faghihi R, Meigooni A.","Med Phys. 2012 Jun;39(6Part18):3820. doi: 10.1118/1.4735590.","Zehtabian M","Med Phys","2012","2017/05/19","","","10.1118/1.4735590"
"28518500","SU-E-T-535: Proton Dose Calculations in Homogeneous Media","Chapman J, Fontenot J, Newhauser W, Hogstrom K.","Med Phys. 2012 Jun;39(6Part18):3828. doi: 10.1118/1.4735624.","Chapman J","Med Phys","2012","2017/05/19","","","10.1118/1.4735624"
"28518499","SU-E-T-524: The Effect of CT Contrast on CyberKnife Treatment Planning","Kim H, Chang A, Park Y, Ye S.","Med Phys. 2012 Jun;39(6Part18):3826. doi: 10.1118/1.4735613.","Kim H","Med Phys","2012","2017/05/19","","","10.1118/1.4735613"
"28518498","SU-E-T-553: Dose-Mass Vs. Dose-Volume Optimization: A Phantom Study","Mihaylov I, Moros E, Siebers J.","Med Phys. 2012 Jun;39(6Part18):3832-3833. doi: 10.1118/1.4735642.","Mihaylov I","Med Phys","2012","2017/05/19","","","10.1118/1.4735642"
"28518497","SU-E-T-513: Clinical Implementation of a GPU Accelerated Pencil Beam Dose Calculation Algorithm","Chen H, Xiao Z, Du D, Yang D, Mutic S, Li H.","Med Phys. 2012 Jun;39(6Part18):3823. doi: 10.1118/1.4735602.","Chen H","Med Phys","2012","2017/05/19","","","10.1118/1.4735602"
"28518496","SU-E-T-542: Impact of Tongue-And-Groove Width on MLC-Defined Small Field Dosimetry for Pinnacle 9.0","Jang S.","Med Phys. 2012 Jun;39(6Part18):3830. doi: 10.1118/1.4735631.","Jang S","Med Phys","2012","2017/05/19","","","10.1118/1.4735631"
"28518495","SU-E-T-531: Verification of Acuros Dose Calculation Accuracy in Lung SBRT","Wang L, Bush K, Xing L, Mok E.","Med Phys. 2012 Jun;39(6Part18):3827. doi: 10.1118/1.4735620.","Wang L","Med Phys","2012","2017/05/19","","","10.1118/1.4735620"
"28518494","SU-E-T-510: Calculation of High Resolution and Material-Specific Photon Energy Deposition Kernels","Huang J, Childress N, Kry S.","Med Phys. 2012 Jun;39(6Part18):3822-3823. doi: 10.1118/1.4735599.","Huang J","Med Phys","2012","2017/05/19","","","10.1118/1.4735599"
"28518493","SU-E-T-506: Dosimetric Study for Shallow-Seated Tumor Using Passive/active Scanning Proton Beam","Toramatsu C, Matsuura T, Nihongi H, Takao S, Miyamoto N, Shimizu S, Kinoshita R, Umegaki K, Shirato H.","Med Phys. 2012 Jun;39(6Part18):3821-3822. doi: 10.1118/1.4735595.","Toramatsu C","Med Phys","2012","2017/05/19","","","10.1118/1.4735595"
"28518492","SU-E-T-540: Evaluation of Forced-Density Corrected Dose Calculation for Lung Cancer Treatment","Li J, Xiao Y, Harrison A, Yu Y.","Med Phys. 2012 Jun;39(6Part18):3830. doi: 10.1118/1.4735629.","Li J","Med Phys","2012","2017/05/19","","","10.1118/1.4735629"
"28518491","SU-E-T-529: Dosimetric Evaluation with Heterogeneity in Acuros XB Advanced Dose Calculation Algorithm and Anisotropic Analytical Algorithm (AAA)","Rana S, Rogers K.","Med Phys. 2012 Jun;39(6Part18):3827. doi: 10.1118/1.4735618.","Rana S","Med Phys","2012","2017/05/19","","","10.1118/1.4735618"
"28518490","SU-E-T-558: Assessing the Effect of Inter-Fractional Motion in Esophageal Sparing Plans","Williamson R, Bluett J, Niedzielski J, Liao Z, Gomez D, Court L.","Med Phys. 2012 Jun;39(6Part18):3834. doi: 10.1118/1.4735647.","Williamson R","Med Phys","2012","2017/05/19","","","10.1118/1.4735647"
"28518489","SU-E-T-518: Dose Perturbation at Air-Tissue Interface in Proton Beam Therapy","Das I, Moskvin V, Coutinho L, Cheng C.","Med Phys. 2012 Jun;39(6Part18):3824. doi: 10.1118/1.4735607.","Das I","Med Phys","2012","2017/05/19","","","10.1118/1.4735607"
"28518488","SU-E-T-547: Rotating Shield Brachytherapy (RSBT) for Cervical Cancer","Yang W, Kim Y, Liu Y, Wu X, Flynn R.","Med Phys. 2012 Jun;39(6Part18):3831. doi: 10.1118/1.4735636.","Yang W","Med Phys","2012","2017/05/19","","","10.1118/1.4735636"
"28518487","SU-E-T-502: Dose Perturbation Effects Near Implant Surfaces Caused by Secondary Electron Transport in Photon-Beam Therapy","Chofor N, Poppe B, Harder D.","Med Phys. 2012 Jun;39(6Part18):3820-3821. doi: 10.1118/1.4735591.","Chofor N","Med Phys","2012","2017/05/19","","","10.1118/1.4735591"
"28518486","SU-E-T-536: Is BJR Supplement #25 Recommendation for Megavoltage Energy Independent Scatter Factor Still Valid for Flattening Filter Free Photon Beams?","Chung H, Yi B, Prado K.","Med Phys. 2012 Jun;39(6Part18):3829. doi: 10.1118/1.4735625.","Chung H","Med Phys","2012","2017/05/19","","","10.1118/1.4735625"
"28518485","SU-E-T-525: Dosimetric Validation of the Algorithm Based on Linear Boltzmann Transport Equations for Photon 4MV Dose Calculation","Sato S, Miyabe Y, Nakata M, Tsuruta Y, Nakamura M, Mizowaki T, Hiraoka M.","Med Phys. 2012 Jun;39(6Part18):3826. doi: 10.1118/1.4735614.","Sato S","Med Phys","2012","2017/05/19","","","10.1118/1.4735614"
"28518484","SU-E-T-554: PTV to Skin Proximity for Head and Neck IMRT Treatment Planning","Price R, Koren S, Hossain M, Veltchev I, Galloway T, Flanagan P, Ma C.","Med Phys. 2012 Jun;39(6Part18):3833. doi: 10.1118/1.4735643.","Price R","Med Phys","2012","2017/05/19","","","10.1118/1.4735643"
"28518483","SU-E-T-514: Implementation and Commissioning of a Micro Multileaf Collimator in Pinnacle Treatment Planning System","Hernández TG, González LB, González AV, Ferrando JR, Cabañero DG.","Med Phys. 2012 Jun;39(6Part18):3823. doi: 10.1118/1.4735603.","Hernández TG","Med Phys","2012","2017/05/19","","","10.1118/1.4735603"
"28518482","SU-E-T-543: Beam Attenuation Characteristics of Treatment Couches","Cochran B, Kim G, Rice R.","Med Phys. 2012 Jun;39(6Part18):3830. doi: 10.1118/1.4735632.","Cochran B","Med Phys","2012","2017/05/19","","","10.1118/1.4735632"
"28518481","SU-E-T-532: Comparison of Dose Distributions Calculated Using Different Planning Systems with Radiochromic Film Measurements in an Inhomogeneous Phantom","Lovelock D, Lim S, Yorke E, Kirov A, LoSasso T.","Med Phys. 2012 Jun;39(6Part18):3828. doi: 10.1118/1.4735621.","Lovelock D","Med Phys","2012","2017/05/19","","","10.1118/1.4735621"
"28518480","SU-E-T-521: Dosimetric Effect on Variation of Patient Size in Prostate Volumetric Modulated Arc Therapy","Chow J, Jiang R.","Med Phys. 2012 Jun;39(6Part18):3825. doi: 10.1118/1.4735610.","Chow J","Med Phys","2012","2017/05/19","","","10.1118/1.4735610"
"28518479","SU-E-T-500: Pencil-Beam versus Monte Carlo Based Dose Calculation for Proton Therapy Patients with Complex Geometries. Clinical Use of the TOPAS Monte Carlo System","Schuemann J, Shin J, Perl J, Grassberger C, Verburg J, Faddegon B, Paganetti H.","Med Phys. 2012 Jun;39(6Part18):3820. doi: 10.1118/1.4735589.","Schuemann J","Med Phys","2012","2017/05/19","","","10.1118/1.4735589"
"28518282","MO-D-218-01: Overview of Methodology and Standards (QIBA, IEC, AIUM and AAPM)","Carson P.","Med Phys. 2012 Jun;39(6Part21):3869-3870. doi: 10.1118/1.4735799.","Carson P","Med Phys","2012","2017/05/19","","","10.1118/1.4735799"
"28518281","MO-D-BRB-07: Failure-Mode and Effects Analysis Study for CyberKnife Stereotactic Radiosurgery","Dieterich S, Ford E, Halasz C.","Med Phys. 2012 Jun;39(6Part21):3867. doi: 10.1118/1.4735788.","Dieterich S","Med Phys","2012","2017/05/19","","","10.1118/1.4735788"
"28518280","MO-C-BRCD-03: The Role of Informatics in Medical Physics and Vice Versa","Andriole K.","Med Phys. 2012 Jun;39(6Part21):3864. doi: 10.1118/1.4735777.","Andriole K","Med Phys","2012","2017/05/19","","","10.1118/1.4735777"
"28518279","MO-D-213CD-02: Non-Contrast-Enhanced Magnetic Resonance Angiography Methods for Assessment of Morphology and Flow","Wieben O.","Med Phys. 2012 Jun;39(6Part21):3869. doi: 10.1118/1.4735795.","Wieben O","Med Phys","2012","2017/05/19","","","10.1118/1.4735795"
"28518278","MO-D-BRB-03: Comparison of Proton Therapy Institutional Data Collected by the RPC","Summers P, Ibbott G, Moyers M, Grant R, Followill D.","Med Phys. 2012 Jun;39(6Part21):3866. doi: 10.1118/1.4735784.","Summers P","Med Phys","2012","2017/05/19","","","10.1118/1.4735784"
"28518277","MO-F-BRB-05: Monte Carlo Modeling of the Novalis TX Stereotactic Radiosurgery Mode","Milroy D, Patrocinio H, Seuntjens J.","Med Phys. 2012 Jun;39(6Part21):3874. doi: 10.1118/1.4735818.","Milroy D","Med Phys","2012","2017/05/19","","","10.1118/1.4735818"
"28518276","MO-B-211-01: Linac-Based IMRT/VMAT Commissioning and QA Program Development","Kim G, Cao D, Pawlicki T.","Med Phys. 2012 Jun;39(6Part21):3863. doi: 10.1118/1.4735773.","Kim G","Med Phys","2012","2017/05/19","","","10.1118/1.4735773"
"28518275","MO-F-213AB-02: Correcting Spread-Out Bragg Peak Slope Using Time-Resolved Monte Carlo Simulations and Beam Current Modulation","Hill P, Klein E, Bloch C.","Med Phys. 2012 Jun;39(6Part21):3871-3872. doi: 10.1118/1.4735807.","Hill P","Med Phys","2012","2017/05/19","","","10.1118/1.4735807"
"28518274","MO-D-BRB-10: Modeling Inter-Patient Variation of Organ-At-Risk Sparing in IMRT Plans: An Evidence-Based Plan Quality Evaluation","Yuan L, Ge Y, Li T, Yin F, Wu QJ.","Med Phys. 2012 Jun;39(6Part21):3868. doi: 10.1118/1.4735791.","Yuan L","Med Phys","2012","2017/05/19","","","10.1118/1.4735791"
"28518273","MO-D-213AB-01: A Brief History of Medical Physics Reimbursement","Hevezi J.","Med Phys. 2012 Jun;39(6Part21):3865. doi: 10.1118/1.4735780.","Hevezi J","Med Phys","2012","2017/05/19","","","10.1118/1.4735780"
"28518272","MO-F-BRB-01: Extracting Material Information from the CT Numbers by Artificial Neural Network for Use in the Monte Carlo Simulations of Tissues in Brachytherapy","Sina S, Faghihi R, Meigooni A.","Med Phys. 2012 Jun;39(6Part21):3873. doi: 10.1118/1.4735814.","Sina S","Med Phys","2012","2017/05/19","","","10.1118/1.4735814"
"28518271","MO-E-BRCD-01: Proton Treatment Planning Issues","Winey B, Zhu X, Both S, Adams J.","Med Phys. 2012 Jun;39(6Part21):3871. doi: 10.1118/1.4735803.","Winey B","Med Phys","2012","2017/05/19","","","10.1118/1.4735803"
"28518270","MO-F-BRA-02: Evaluation of 4D CT to 4D Cone-Beam CT Deformable Image Registration for Lung Cancer Adaptive Radiation Therapy","Balik S, Hugo G, Weiss E, Jan N, Roman N, Sleeman W, Fatyga M, Christensen G, Murphy M, Lu J, Keall P, Williamson J.","Med Phys. 2012 Jun;39(6Part21):3875. doi: 10.1118/1.4735821.","Balik S","Med Phys","2012","2017/05/19","","","10.1118/1.4735821"
"28518269","MO-F-213AB-05: Commissioning of Gated RapidArc Radiotherapy for Treatment of Moving Targets","Cheung K, Lam W, Geng H, Wong R, Ho R, Kong C, Wu P, Yu S.","Med Phys. 2012 Jun;39(6Part21):3872. doi: 10.1118/1.4735810.","Cheung K","Med Phys","2012","2017/05/19","","","10.1118/1.4735810"
"28518268","MO-D-BRB-08: BEST IN PHYSICS (THERAPY) - A Real Time Dose Monitoring and Dose Reconstruction Tool for Patient Specific VMAT QA and Delivery","Yang K, Gersten D, Yan D, Tyagi N.","Med Phys. 2012 Jun;39(6Part21):3867. doi: 10.1118/1.4735789.","Yang K","Med Phys","2012","2017/05/19","","","10.1118/1.4735789"
"28518267","MO-D-217BCD-01: Personalizing Medicine: Adapting to the Individual","Brock K, Balter J, Joiner M, Kupelian P.","Med Phys. 2012 Jun;39(6Part21):3864-3865. doi: 10.1118/1.4735778.","Brock K","Med Phys","2012","2017/05/19","","","10.1118/1.4735778"
"28518266","MO-A-BRB-04: Treatment Plan Data Collection, Beam Modeling and Clinical Validation for Unfiattened Beams","Liu C, Chen H.","Med Phys. 2012 Jun;39(6Part21):3862. doi: 10.1118/1.4735767.","Liu C","Med Phys","2012","2017/05/19","","","10.1118/1.4735767"
"28518265","MO-D-213CD-03: Advanced Angiographic Imaging Techniques","Griswold M.","Med Phys. 2012 Jun;39(6Part21):3869. doi: 10.1118/1.4735796.","Griswold M","Med Phys","2012","2017/05/19","","","10.1118/1.4735796"
"28518264","MO-D-BRB-04: The Approval Process for the Use of Proton Therapy in NCI-Sponsored Clinical Trials","Summers P, Ibbott G, Moyers M, Grant R, Followill D.","Med Phys. 2012 Jun;39(6Part21):3866. doi: 10.1118/1.4735785.","Summers P","Med Phys","2012","2017/05/19","","","10.1118/1.4735785"
"28518263","MO-F-BRB-06: Gold Nanoparticle Modify Density of Ionizations inside Cells Submitted to Radiation Therapy: Microscopic Track Analysis of Secondary Electrons Using Monte Carlo","Marques T, Schwarcke M, Nicolucci P.","Med Phys. 2012 Jun;39(6Part21):3874. doi: 10.1118/1.4735819.","Marques T","Med Phys","2012","2017/05/19","","","10.1118/1.4735819"
"28518262","MO-B-218-01: Managing the Pediatric Patient's CT Dose: The Role of SSDE","Strauss K.","Med Phys. 2012 Jun;39(6Part21):3863-3864. doi: 10.1118/1.4735774.","Strauss K","Med Phys","2012","2017/05/19","","","10.1118/1.4735774"
"28518261","MO-F-213AB-03: Potential Reduction in Out-Of-Field Dose in Pencil Beam Scanning Proton Therapy Through Use of a Patient-Specific Aperture","Dowdell S, Clasie B, Depauw N, Metcalfe P, Rosenfeld A, Kooy H, Flanz J, Paganetti H.","Med Phys. 2012 Jun;39(6Part21):3872. doi: 10.1118/1.4735808.","Dowdell S","Med Phys","2012","2017/05/19","","","10.1118/1.4735808"
"28518260","MO-D-BRB-11: Out-Of-Field Dose Measurements in Radiotherapy Using Photons and Particles","Kaderka R, Durante M, Berger T, Reitz G, Tessa C.","Med Phys. 2012 Jun;39(6Part21):3868. doi: 10.1118/1.4735792.","Kaderka R","Med Phys","2012","2017/05/19","","","10.1118/1.4735792"
"28518259","MO-D-BRCD-01: Overview of Clinical Dosimetry and Quality Assurance in Proton Therapy","Zeidan O, Zheng Y.","Med Phys. 2012 Jun;39(6Part21):3865. doi: 10.1118/1.4735781.","Zeidan O","Med Phys","2012","2017/05/19","","","10.1118/1.4735781"
"28518258","MO-F-BRB-02: Macro Monte Carlo for Proton Dose Calculation in Different Materials","Fix MK, Frei D, Volken W, Born EJ, Aebersold D, Manser P.","Med Phys. 2012 Jun;39(6Part21):3873. doi: 10.1118/1.4735815.","Fix MK","Med Phys","2012","2017/05/19","","","10.1118/1.4735815"
"28518257","MO-A-217A-01: An Introduction to Contouring - Neck and Thorax","Wu J.","Med Phys. 2012 Jun;39(6Part21):3863. doi: 10.1118/1.4735770.","Wu J","Med Phys","2012","2017/05/19","","","10.1118/1.4735770"
"28518256","MO-E-217A-01: Contrast-Enhanced Spectral Mammography - Physical Aspects and QA","Yaffe M, Hill M.","Med Phys. 2012 Jun;39(6Part21):3871. doi: 10.1118/1.4735804.","Yaffe M","Med Phys","2012","2017/05/19","","","10.1118/1.4735804"
"28518254","MO-F-213AB-06: Experimental Evaluation of Radiation Dose Effect by High Atomic Number Materials for Superficial Radiation Therapy","Kim D, Wang I.","Med Phys. 2012 Jun;39(6Part21):3872. doi: 10.1118/1.4735811.","Kim D","Med Phys","2012","2017/05/19","","","10.1118/1.4735811"
"28518253","MO-D-218-02: Ultrasound Phantoms in Image Quality Measurements and Performance Assessment","Madsen E.","Med Phys. 2012 Jun;39(6Part21):3870. doi: 10.1118/1.4735800.","Madsen E","Med Phys","2012","2017/05/19","","","10.1118/1.4735800"
"28518252","MO-D-211-01: Medical Physics Practice Guidelines - The Minimum Level of Medical Physics Support in Clinical Practice Settings","Chan M, Fontenot J, Halvorsen P.","Med Phys. 2012 Jun;39(6Part21):3865. doi: 10.1118/1.4735779.","Chan M","Med Phys","2012","2017/05/19","","","10.1118/1.4735779"
"28518251","MO-A-BRA-01: State of the Art in Quantitative Imaging in CT, PET and MRI","McNitt-Gray M, Kinahan P, Jackson E.","Med Phys. 2012 Jun;39(6Part21):3862-3863. doi: 10.1118/1.4735768.","McNitt-Gray M","Med Phys","2012","2017/05/19","","","10.1118/1.4735768"
"28518250","MO-D-213CD-04: 4D X-Ray DSA and 4D Fluoroscopy","Mistretta C.","Med Phys. 2012 Jun;39(6Part21):3869. doi: 10.1118/1.4735797.","Mistretta C","Med Phys","2012","2017/05/19","","","10.1118/1.4735797"
"28518249","MO-D-BRB-05: An Analysis of 13,000 Patient-Specific IMRT QA Results from 13 Different Clinical Treatment Services","Pulliam K, Followill D, Court L, Dong L, Gillin M, Prado K, Kry S.","Med Phys. 2012 Jun;39(6Part21):3866-3867. doi: 10.1118/1.4735786.","Pulliam K","Med Phys","2012","2017/05/19","","","10.1118/1.4735786"
"28518248","MO-C-BRCD-01: Towards Personalized Medicine: Integration of Imaging into Therapy","Jeraj R.","Med Phys. 2012 Jun;39(6Part21):3864. doi: 10.1118/1.4735775.","Jeraj R","Med Phys","2012","2017/05/19","","","10.1118/1.4735775"
"28518247","MO-F-213AB-04: Biological Effect of Dose Shadowing by Fiducial Markers in Spot Scanning Proton Therapy with a Limited Number of Fields","Matsuura T, Maeda K, Sutherland K, Takayanagi T, Shimizu S, Takao S, Nihongi H, Toramatsu C, Miyamoto N, Nagamine Y, Fujimoto R, Umegaki K, Shirato H.","Med Phys. 2012 Jun;39(6Part21):3872. doi: 10.1118/1.4735809.","Matsuura T","Med Phys","2012","2017/05/19","","","10.1118/1.4735809"
"28518246","MO-D-BRA-01: Limits of Dose Reduction in CT: Where are They and How Will We Know When We Get There?","McNitt-Gray M, Noo F, Fessier J, Samei E.","Med Phys. 2012 Jun;39(6Part21):3868. doi: 10.1118/1.4735793.","McNitt-Gray M","Med Phys","2012","2017/05/19","","","10.1118/1.4735793"
"28518245","MO-D-BRB-01: Accuracy Requirements and Uncertainties in Radiation Therapy: A Preview of an Upcoming IAEA Report","Van Dyk J.","Med Phys. 2012 Jun;39(6Part21):3866. doi: 10.1118/1.4735782.","Van Dyk J","Med Phys","2012","2017/05/19","","","10.1118/1.4735782"
"28518244","MO-F-BRB-03: A Method to Assess the Need for Clinical Monte Carlo Dose Calculations for Small Proton Therapy Fields","Bueno M, Schuemann J, Duch M, Paganetti H.","Med Phys. 2012 Jun;39(6Part21):3874. doi: 10.1118/1.4735816.","Bueno M","Med Phys","2012","2017/05/19","","","10.1118/1.4735816"
"28518243","MO-A-217A-02: Prostate and Pelvic Lymph Node Anatomy for Contouring","Hsu I.","Med Phys. 2012 Jun;39(6Part21):3863. doi: 10.1118/1.4735771.","Hsu I","Med Phys","2012","2017/05/19","","","10.1118/1.4735771"
"28518242","MO-F-211-01: Methods for Completing Practice Quality Improvement (PQI)","Johnson J, Brown K, Ibbott G, Pawlicki T.","Med Phys. 2012 Jun;39(6Part21):3871. doi: 10.1118/1.4735805.","Johnson J","Med Phys","2012","2017/05/19","","","10.1118/1.4735805"
"28518241","MO-F-BRA-04: Voxel-Based Statistical Analysis of Deformable Image Registration Error via a Finite Element Method","Li S, Lu M, Kim J, Glide-Hurst C, Chetty I, Zhong H.","Med Phys. 2012 Jun;39(6Part21):3875. doi: 10.1118/1.4735823.","Li S","Med Phys","2012","2017/05/19","","","10.1118/1.4735823"
"28518240","MO-F-BRCD-01: Stereotactic Body Radiation Therapy: Updates on Clinical, Biological, and Physics/QA:SBRT (Part 1): Biological and Clinical Updates","Read P.","Med Phys. 2012 Jun;39(6Part21):3873. doi: 10.1118/1.4735812.","Read P","Med Phys","2012","2017/05/19","","","10.1118/1.4735812"
"28518239","MO-D-218-03: ACR Ultrasound Practice Accreditation and Technical Standard for Ultrasound Performance Monitoring","Hangiandreou N.","Med Phys. 2012 Jun;39(6Part21):3870. doi: 10.1118/1.4735801.","Hangiandreou N","Med Phys","2012","2017/05/19","","","10.1118/1.4735801"
